,id,text,label,jav
117,117,Dhèwèké ya iku anggota Senat Filipina. ,Dia adalah anggota Senat Filipina. ,Dheweke dadi anggota Senat Filipina.
118,118,"Galileo Galilei, inggih punika bapak ageng ing hidrostatika. ","Galileo Galilei, juga adalah bapak besar dalam hidrostatika. ","Galileo Galilei, bapak gedhe ing Hydrostatic."
119,119,García Márquez kanthi umum dipuntingali minangka utama saking gaya sastra ingkang dipunkenal minangka realisme magis. ,García Márquez secara umum dipandang sebagai tokoh utama dari gaya sastra yang dikenal sebagai realisme magis. ,García Márquez biasane katon minangka gaya sastra utama sing dikenal minangka realisme magis.
120,120,Pirlot de Corbion lan Tn. ,Pirlot de Corbion dan Tn. ,Pirlot de Corbion lan Pak
121,121,Ing lebetipun masjid wonten lampu gantung ingkang saking Italia bobotipun 8 ton. ,Selain itu di dalam masjid ini terdapat lampu gantung yang didatangkan langsung dari Italia seberat 8 ton. ,Ing cahya masjid yaiku saluran sing diarani Italia Bunder 8 ton.
122,122,"Dados ing malam punika 3 rookie dipuneliminasi, kaliyan Skip Sheffield dipuneliminasi amargi ing pemilihan pro, peringkatnya ya iku terakhir di pemilihan itu. ","Jadi pada malam itu 3 rookie dieliminasi, dengan Skip Sheffield dieliminasi karena di pemilihan pro, peringkatnya adalah terakhir di pemilihan itu. ","Ing wayah wengi yaiku 3 rookies sing ditimbulake, kanthi skuter skip amarga pemilihan Pro, rangking kasebut ana ing pemilihan."
123,123,"Nalika taun 1966, Angkatan Udara AS mbéntuk Program A-X (Attack Experimental) kang dipanggedhèni déning Kolonel Avery Kay. ","Pada tahun 1966, Angkatan Udara AS membentuk Program A-X (Attack Experimental) yang dipimpin oleh Kolonel Avery Kay. ","Ing taun 1966, Force Air Force nutupi program A-X (Experi-Experie-Experie-Experi sing ditolak dening Kolonel Avery Kay."
124,124,Ora kabèh hotèl bisa mènèhi layanan wi-fi gratis. ,Tidak semua hotel mampu memberikan servis wi-fi gratis. ,Ora kabeh panas bisa menehi layanan Wi-Fi gratis.
125,125,Limrahipun sedhekah bumi punika saben laladan bènten-bènten paleksanaanipun miturut pananggalan Jawi. ,Dan berdasarkan letak tanah dan besaran ukuran tanah maka dapat diketahui keturunan Singarimbun tersebut. ,Wong-wong ing tanah kasebut minangka jumlah kaping ing perjalanan wong Jawa.
126,126,Api wiwit dipunsulut ing siyang dinten tanggal 9 (Ta'anit 29a). ,Api mulai disulut pada siang hari tanggal 9 (Ta'anit 29a). ,Geni wiwit dina kaping 9 ing 9th (Ta'anit 29A).
127,127,Hiyu pinunjul banget ing mitologi Hawaii. ,Hiu sangat menonjol dalam mitologi Hawaii. ,Sing gampang banget ing mitologi mitologi.
128,128,Ngawontenaken pembinaan lan pelayanan administrasi ing lingkungan BNN. ,Penyelenggaraan pembinaan dan pelayanan administrasi di lingkungan BNN. ,Njupuk kementeri pelatih lan administrasi ing lingkungan bnn.
129,129,Ambrosius Blarer terus ngambakaké jaringan korespondensi ing akèh reformis. ,Ambrosius Blarer terus memperluas jaringan korespondensi pada banyak reformis. ,Ambrosius Blarer terus duwe jaringan serat -write ing akeh sing luwih anyar.
130,130,"Zaid séda ing pertempuran taun 740, lan dimakamake ing Karak, Yordania. ","Zaid meninggal pada pertempuran tahun 740, dan dimakamkan di Karak, Yordania. ","Zaid tilar donya ing peperangan 740, lan ditugasake menyang Haji, Yordania."
131,131,Taun 1991 piyambakipun mbiyangun pasaran bébas Mercosur. ,Pada 1991 ia menolong mendirikan pasaran bebas Mercosur. ,"Ing taun 1991, dheweke madeses saka Mercosur."
132,132,"1931-Amérika Sarékat kanthi resmi ngadhopsi ""The Star-Spangled Banner"" minangka lagu kabangsan. ","1931 - Amerika Serikat secara resmi mengadopsi ""The Star-Spangled Banner"" sebagai lagu kebangsaan. ","1931-Amerika perusahaan resmi perusahaan ""Star-spangled Banner"" minangka lagu nasional."
133,133,"Banjur diterusaké marang Koes Plus kanthi album serial volume 1, 2 lan sak terusé. ","Kemudian tradisi ini dilanjutkan Koes Plus dengan album serial volume 1, 2 dan seterusnya. ","Banjur ngetutake Koes ditambah kanthi volume album 1, 2 lan ing album kasebut."
134,134,"Jalaran keahliane, dhèwèké njabat minangka guru besar ing konservatorium (akademi musik ing Paris). ","Karena keahliannya, ia menjabat sebagai guru besar di konservatorium (akademi musik di Paris). ","Amarga eksperimen kasebut, dheweke dadi kepala sekolah ing konservatorium (akademi musik ing Paris)."
135,135,"Permukaan favoritnya inggih punika rumput, manawi turnamen favoritipun inggih punika Kejuaraan Wimbledon lan Australia Kabuka. ","Permukaan favoritnya adalah rumput, sedangkan turnamen favoritnya adalah Kejuaraan Wimbledon dan Australia Terbuka. ","Lumahing favorit dheweke suket, yen turnamen sing disenengi yaiku Wimbledon lan mbukak Australia."
136,136,Shawn Hornbeck diculik nalika umuré 11 nalika 2003 lan disekap sakwene 4 taun déning Michael J. Devlin ing Missouri. ,Shawn Hornbeck diculik saat berumur 11 pada 2003 dan disekap selama 4 tahun oleh Michael J. Devlin di Missouri. ,Shawn Hornbeck diculik nalika umur 11 taun 2003 lan ing 4 taun kepungkur kanthi Michael J. Devlin ing Missouri.
137,137,Debut akting pisanane ing sitcom Nonstop 5. ,Debut akting pertamanya di sitcom Nonstop 5. ,Debut pisanan kanggo tumindak sitcom nonstop 5.
138,138,"Pattimura, miyos ing Saparua. ",Apakah itu berarti kiamat bagi para penghuninya? ,"Pattimura, lair."
139,139,"Mottoné sajeroning basa Yunani, Ἡ ἀλήθεια ἐλευθερώσει ὑμᾶς (""Kabenaran bakal ngluwaraké kowé"") iku kutipan saka Yohanes 8:32. ","Mottonya dalam bahasa Yunani, Ἡ ἀλήθεια ἐλευθερώσει ὑμᾶς (""Kebenaran akan membebaskan engkau"") adalah kutipan dari Yohanes 8:32. ","Mottoné ing basa Yunani, ἡ ἀἀήθρώώαυρώώώςᾶςᾶςερώώώςᾶςᾶςεὑὑὑὑᾶςᾶςᾶςᾶςᾶςᾶςᾶςᾶςεὑὑὑὑᾶςᾶςᾶςᾶςᾶςᾶςᾶςᾶςεὑὑὑὑᾶςᾶςᾶςᾶςᾶςᾶςᾶςᾶςεὑὑὑὑᾶςᾶςᾶςᾶςᾶςᾶςᾶςᾶςεὑὑὑὑᾶςᾶςᾶςᾶςᾶςᾶςᾶςᾶςώώώςᾶςᾶςᾶςᾶςᾶςᾶς (""John ὑ 8:32."
140,140,"Manawa tanpa penjelasan, SRP ya iku SRP kanggo mobil penumpang . ","Bila tanpa penjelasan, SRP adalah SRP untuk mobil penumpang. ","Manawa tanpa panjelasan, SRP minangka SRP kanggo mobil penumpang."
141,141,Blok acara iki dikenal kanti Nick Comedy ing Nick Jerman. ,Blok acara ini dikenal dengan Nick Comedy di Nick Jerman. ,Blok acara kasebut misuwur amarga Nick Comedy ing Nick Jerman.
142,142,Kadhangkala buntuté iki ya digorèng utawa dibakar. ,Tak kurang dari empat bus ikut dibakar. ,Kadhangkala buntut iki digedhekake utawa diobong.
143,143,"Benteng Vincennes, pos militèr Prancis ing provinsi Louisiana. ","Benteng Vincennes, pos militer Prancis di provinsi Louisiana. ","Benteng Vincen, kiriman militer Prancis ing provinsi Louisia."
144,144,1782-Bank komersial sepindhah ing Amérika dipunbikak (Bank of North America). ,1782 - Bank komersial pertama di Amerika dibuka (Bank of North America). ,1782-bank perdagangan pertama ing Amerika sing dibukak (Bank Amerika Utara).
145,145,Senapan iki diadopsi lan didadèkaké senapan standar Uni Soviet ing taun 1947. ,Senapan ini diadopsi dan dijadikan senapan standar Uni Soviet pada tahun 1947. ,Bedhil kasebut diadopsi lan kalebu Uni Soviet.
146,146,"Gabriel, kalih sedhèrèk lan 24 pangikutipun dipunukum gantung. ","Gabriel, kedua saudara dan 24 pengikutnya dihukum gantung. ","Gabriel, loro sedulur lan 24 suku kata dipangan."
147,147,"Pesawat tanpa awak duwé bentuk, ukuran, konfigurasi lan karakter sing bervariasi. ","Pesawat tanpa awak memliki bentuk, ukuran, konfigurasi dan karakter yang bervariasi. ","Penerbangan awak -Free minangka bentuk, ukuran, konfigurasi lan karakter."
148,148,Trie Utami iku anak pasangan Kolonel (Purn.) ,Trie adalah anak dari pasangan Kolonel (Purn.) ,Trive utama yaiku putra kolonel (Purn.)
149,149,"Mulai awal taun 2007, United Airlines bakal mindahaké kantor pusaté marang pusat kutha Chicago. ","Mulai awal tahun 2007, United Airlines akan memindahkan kantor pusatnya ke pusat kota Chicago. ","Miwiti wiwitan taun 2007, United Airlines bakal dadi sirah pusat menyang pusat kutha Chicago."
150,150,Markus mèlu ngampingi Petrus ing lelampahan iku dadi penerjemah. ,Saat itu Markus mendampingi Petrus dalam perjalanan sebagai penterjemah. ,Tandhani nututi Peter ing dalan minangka penerjemah.
151,151,"Ing taun 1973, stasiun lan jalur iki resmi ditutup. ","Pada tahun 1976, stasiun ini ditutup. ","Ing taun 1973, stasiun lan titik kasebut ditutup kanthi resmi."
152,152,Panjenenganipun ugi gadhah paspor Swiss. ,Ia juga memiliki paspor Swiss. ,Dheweke uga duwe paspor Swiss.
153,153,"Musica Studio Jakarta (1976-1978), Présidhèn Komisaris PT. ","Musica Studio Jakarta (1976-1978), Presiden Komisaris PT. ","Musica Studio Jakarta (1976-1978), Presiden Komisioner PT."
154,154,"Radio Studio 54 Network iku stasiun radio ing Locri, Italia. ","Radio Studio 54 Network adalah sebuah stasiun radio di Locri, Italia. ","Radio Studio 54 Jaringan minangka stasiun radio ing Locri, Italia."
155,155,"""Mata Tertutup"". ",Saya hanya menutup mata. ,"""Mripat ditutup""."
156,156,Pedoman Teknis Pengawetan Dan Pemekatan Latèks Hevea. ,Pedoman Teknis Pengawetan Dan Pemekatan Lateks Hevea. ,Pedoman teknis lan latèks Hevea.
157,157,Kapasitasé ya iku 11.000 kursi. ,Kapasitasnya adalah 11.000 kursi. ,Kapasitas yaiku 11.000 kursi.
158,158,"Wiwit taun 2003, panjenenganipun njabat dados General Manager Taman Mini Indonesia Indah Jakarta. ","Sejak tahun 2003, ia adalah general manager Taman Mini Indonesia Indah. ","Wiwit taun 2003, dheweke dadi manajer umum Indonesia indonesia taman sing apik banget."
159,159,Si Doel Anak Betawi ditulis nalika taun 1956. ,Si Doel Anak Betawi ditulis pada tahun1956. ,Ulang ulang taun bocah-bocah doel ditulis ing taun 1956.
160,160,Nico lantas berhasil finish ing P8 klasemen kaliyan 45 poin. ,Nico lantas berhasil finish di P8 klasemen dengan 45 poin. ,Nico banjur rampung ing P8 kanthi 45 poin.
161,161,Eunomia punika dewi hukum lan perundang-undangan. ,Eunomia adalah dewi hukum dan perundang-undangan. ,Eunomia minangka dewi hukum lan undhangan.
162,162,Piyambakipun nelasaken masa Perang Pasifik minangka perwira radar. ,Ia menghabiskan masa Perang Pasifik sebagai perwira radar. ,Dheweke wis nggawe komandan Perang Pasifik minangka pejabat radar.
163,163,Yèn amal perbuatan tanpa didasari iman ya iku munafiq. ,"Dan segala sesuatu yang tidak berdasarkan iman, adalah dosa. ",Yen amal iman minangka iman tanpa syarat yaiku Munafiq.
164,164,Corak permainan kibornya dipunanggep maringi kontribusi ing karakter musik God Bless. ,Corak permainan kibornya dianggap memberikan kontribusi dalam karakter musik God Bless. ,Pola KIBORY dianggep kontribusi kanggo karakter musik saka Gusti Allah.
165,165,Ana 4 pulisi kang tiwas lan 16 kaum Nazi kang mati. ,4 perwira polisi dan 16 anggota Nazi kehilangan nyawa mereka. ,Ana 4 polisi mateni lan 16 sing mati Nazi.
166,166,Prestasi iku ndadèkaké jenengé kacathet minangka juru main umur 18 sing paling cemerlang ing Jerman sajeroning 43 taun pungkasan. ,Prestasi itu membawa namanya tercatat sebagai pemain berusia 18 yang yang paling cemerlang di Jerman selama 43 tahun terakhir. ,Prestasi iki digawe kaya sing digunakake minangka 18 -Year -old ing Jerman ing 43 taun pungkasan.
167,167,"Ing tanggal mau, Indeks dikukuhaké kanthi Aji Dhasar 100 lan saham kacathet wektu iku caché 13 saham. ","Pada tanggal tersebut, Indeks ditetapkan dengan Nilai Dasar 100 dan saham tercatat pada saat itu berjumlah 13 saham. ","Ing tanggal kasebut, indeks kasebut diangkut kanthi 100 dhasar lan cathetan cathetan wektu nalika 13 saham."
168,168,"Nalika taun 1988 piyambakipun dipuntahbisaken minangka Biskop ing Lorium, Italia. ","Pada 1988 dia ditahbiskan sebagai Uskup di Lorium, Italia. ","Ing taun 1988, dheweke dibebasake minangka wkop ing Lorium, Italia."
169,169,Piyambakipun ugi minangka bapak teologi New England. ,Ia juga adalah bapak teologi New England. ,Dheweke uga Rama Teologi Inggris sing anyar.
170,170,"VArian Tu-204-200 ingkang dipunproduksi ing Kazan, Rusia. ","VArian Tu-204-200 yang diproduksi di Kazan, Rusia. ","Varian Tu-204-200 digawe ing Kazan, Rusia."
171,171,Sosial bisa ateges kamasarakatan. struktur sosial - urutan drajat kelas sosial ing masarakat wiwit saka paling asor tekan paling ndhuwur. ,Sosial dapat berarti: struktur sosial - urutan derajat kelas sosial dalam masyarakat mulai dari terendah sampai tertinggi. ,Maksude bisa ateges angel. Struktur sosial - tingkat sosial masyarakat saka masarakat saka kelembapan sing paling akeh nganti tekan pucuk.
172,172,"Ing priya, sandhuwuring umur 30 lan wanita ing sandhuwuring umur 50, prevalensi 2%. ","Pada laki-laki di atas usia 30 tahun dan perempuan di atas usia 50 tahun, prevalensinya adalah 2%. ","Ing wektu sing padha, 30 lan wanita ing pertandhingan Tengah -50, 2%."
173,173,CS5 dirilis ing April 2010. ,CS5 dirilis pada bulan April 2010. ,CS5 dirilis ing wulan April 2010.
174,174,Dudutanipun punika malah ngundhang simpati rakyat India. ,Keputusannya itu justru mengundang simpati rakyat India. ,Iki uga ngresiki simpati wong India.
175,175,"GB Airways, awit 1 Fèbruari 1995. ","GB Airways, sejak 1 Februari 1995. ","GB Airways, wiwit 1995 1995 1995."
176,176,"Anseong punika nepangaken piyambakipun minangka ""The City of Masters"". ","Anseong mempromosikan diri sebagai ""The City of Masters"". ","Anseong dikenalake minangka ""kutha Master""."
177,177,Celtics pungkasanipun kapanggih kaliyan Lakers kaping 10 wonten ing final. ,Celtics pada akhirnya bertemu dengan Lakers 10 kali di final. ,Celtics pungkasane ketemu Lakers kaping 10 ing finals.
178,178,Berpikirlah manawi asta lan samparanipun inggih punika pedang. ,Disini ia membiasakan diri menggunakan pedang sakti itu. ,Panginten iku ganteng lan pedhang minangka pedhang.
179,179,Sharapova tumut dhateng turnamèn Prancis Terbuka 2006 tanpa tumut turnamèn-turnamèn ingkang main ing lapangan lemah lempung sadèrèngipun. ,Sharapova mengikuti turnamen Prancis Terbuka 2006 tanpa mengikuti turnamen-turnamen yang bermain di lapangan tanah liat sebelumnya. ,Sharapova ana ing juara Prancis 2006 tanpa kunjungan lempung sadurunge.
180,180,"Jalur 1 dipunbikak taun 2000, jalur 2 taun 2006, jalur 3 lan 4 operasi 7 April 2012. ","Jalur 1 dibuka tahun 2000, jalur 2 tahun 2006, jalur 3 dan 4 beroperasi 7 April 2012. ","Garis 1 dibukak ing taun 2000, taun kaping 2 taun 2006, Operasi 3 lan 4 7, 2012."
181,181,Bobby ya iku warga RT. ,Bobby adalah warga RT. ,Bobby minangka warga RT.
182,182,"Ing taun 2001, stadion iki diruntuhaké. ","Pada tahun 2001, stadion ini diruntuhkan. ","Ing taun 2001, stadion wis disetel."
183,183,Wakil présidhèn Dahir Riyale Kahin nggantèkaké posisi Egal. ,Wakil presiden Dahir Riyale Kahin menggantikan posisi Egal. ,Wakil Presiden Chieale Kahin ngganti posisi egal.
184,184,"Ing koloni Inggris, ing Amérika lajeng madeg Pennsylvania General Hospital ing Philadelphia taun 1751. ",Di koloni Inggris di Amerika kemudian berdiri Pennsylvania General Hospital di Philadelphia pada 1751. ,"Ing Inggris, Amerika Serikat teka ing Rumah Sakit Umum Pennsylvania ing Philadelphia ing taun 1751."
185,185,"Jamaika pungkasan olèh posisi semifinalis taun 2004 Ukraina pungkasan olèh posisi semifinalis taun 2007 Meksiko, Rusia lan Kolombia pungkasan olèh posisi semifinalis taun 2008. ","Jamaika terakhir menempati posisi semifinalis tahun 2004 Ukraina terakhir menempati posisi semifinalis tahun 2007 Meksiko, Rusia dan Kolombia terakhir menempati posisi semifinalis tahun 2008. ","Jamaika pungkasan yaiku semifanasi Ukrainia 2004 pungkasan kanggo nampa posisi Semifinian ing taun 2007 Meksiko, Rusia lan Kolombia pungkasan yaiku Memis ing taun 2008."
186,186,"Nalika pungkasanipun masa Perbaikan Khrushchev rikala taun 1960-an, namung 4 puisinipun ingkang dipunterbitaken wonten ing Uni Soviet. ","Saat berakhirnya masa Perbaikan Khrushchev pada 1960-an, hanya 4 puisinya yang diterbitkan di Uni Soviet. ","Ing pungkasan perbaikan Khrushchev ing taun 1960-an, mung 4 puisi diterbitake ing Uni Soviet."
187,187,"Apollo 13 iku misi pandharatan ing Bulan, péranganing proyèk Apollo NASA Amérika Sarékat. ","Apollo 13 adalah sebuah misi pendaratan di Bulan, bagian dari proyek Apollo NASA Amerika Serikat. ","Apollo 13 minangka Misi Wulan, Gabungan AS NASA."
188,188,Profil Emiliano Zapata ing Answer.com Viva Zapata! ,(Inggris) Profil Emiliano Zapata di Answer.com (Inggris) Viva Zapata! ,Profil Emiliano Zapata ing Jawaban Viva Zapata!
189,189,"Ing tanggal 26 November 2005, FAO nduwé 189 anggota (188 nagara lan Komunitas Éropah). ","Terhitung 26 November 2005, FAO mempunyai 189 anggota (188 negara dan Komunitas Eropa). ","Tanggal 26 November 2005, FAO duwe 189 anggota lan negara-negara ing Eropa lan Masyarakat Eropa)."
190,190,Piyambakipun manggihi juru paraga wau malih. ,"Akan tetapi, kemenangannya terbukti berlangsung singkat saja. ",Dheweke ketemu serep dheweke.
191,191,Monika sembayang teras kanggé Agustinus salaminipun 17 taun dumugi pungkasanipun Agustinus purun ngéwahi gesangipun. ,Monika terus berdoa bagi Agustinus selama 17 tahun hingga akhirnya Agustinus mau mengubah hidupnya. ,Monika Sejupe minangka teras kanggo prédhiksi Agustinus 17 taun nganti aku wis tuwa sajrone uripe.
192,192,"First Media nyediakaké jasa layanan internet pita lebar, televisi kabel, lan komunikasi data, kang kanthi sekabéhan kawanuhaké minangka ""Triple Play"". ","First Media menyediakan jasa layanan internet pita lebar, televisi kabel, dan komunikasi data, yang secara keseluruhan diperkenalkan sebagai ""Triple Play"". ","Media pisanan nyedhiyakake tutup layanan band, kabel televisi, lan komunikasi data, sing kalebu penerbangan saka ""Triple Toys""."
193,193,"Sawètawis 197,000 tiyang tumbas acara puniks, Pembelian punika nurunakèn saking Judgment Day (2009) kaliyan 228,000 pembelian. ","Sekitar 197,000 orang membeli acara ini, Pembelian ini menurun dari Judgment Day (2009) dengan 228,000 pembelian. ","Alat 197,000 Punks Acara, para panuku yaiku Nuruan saka Dina Pengadilan (2009) kanthi 2288 tumbas."
194,194,Pada taun 2007 Miranda resmi dadi sawijining Victoria's Secret Angels lan dhèwèké uga éntuk kontrak kanthi Victoria's Secret. ,Pada tahun 2007 Miranda resmi menjadi seorang Victoria's Secret Angels saat ia juga mendapatkan kontrak dengan Victoria's Secret. ,Ing taun 2007 Miranda resmi dadi malaekat rahasia Victoria lan uga duwe kontrak karo rahasia Victoria.
