,id,text,label,ind
113,113,Lajeng ayahipun mengajaknya mlebet ing tim gadahanipun pribadi ingkang turun ing ajang Formula Three Euroseries lan F3 lokal Éropah. ,Kemudian ayahnya mengajaknya masuk ke tim milik pribadi yang turun di ajang Formula Three Euroseries dan F3 lokal Eropa. ,Kemudian ayahnya mengundangnya ke tim swasta yang turun di Eropa setempat dan formula Eropa F3.
114,114,Tetandhingan pungkasane ana ing Seri A ya iku nalika klawan Inter Milan tanggal 4 April 2004. ,Pertandingan terakhirnya di Serie A adalah ketika melawan Inter Milan pada 4 April 2004. ,Pertandingan terakhirnya di Serie A melawan Inter Milan pada 4 April 2004.
115,115,Limpakuwus kabupatèn Banyumas Jawa tengah. ,Limpakuwus kabupaten Banyumas Jawa tengah. ,"Limpakuwus, Banyumas Regency, Java Tengah."
116,116,Katalog Film Indonésia 1926-2007. ,Katalog Film Indonesia 1926– 2007. ,Katalog Film Indonesia 1926 - 2007.
117,117,Dhèwèké ya iku anggota Senat Filipina. ,Dia adalah anggota Senat Filipina. ,Dia adalah anggota Senat Filipina.
118,118,"Galileo Galilei, inggih punika bapak ageng ing hidrostatika. ","Galileo Galilei, juga adalah bapak besar dalam hidrostatika. ","Galileo Galilei, juga ayah yang hebat di hidrostatik."
119,119,García Márquez kanthi umum dipuntingali minangka utama saking gaya sastra ingkang dipunkenal minangka realisme magis. ,García Márquez secara umum dipandang sebagai tokoh utama dari gaya sastra yang dikenal sebagai realisme magis. ,García Márquez umumnya dipandang sebagai karakter utama dari gaya sastra yang dikenal sebagai realisme magis.
120,120,Pirlot de Corbion lan Tn. ,Pirlot de Corbion dan Tn. ,Pirlot de Corbion dan Mr.
121,121,Ing lebetipun masjid wonten lampu gantung ingkang saking Italia bobotipun 8 ton. ,Selain itu di dalam masjid ini terdapat lampu gantung yang didatangkan langsung dari Italia seberat 8 ton. ,"Selain itu, di masjid ini ada lampu gantung yang diimpor langsung dari Italia dengan berat 8 ton."
122,122,"Dados ing malam punika 3 rookie dipuneliminasi, kaliyan Skip Sheffield dipuneliminasi amargi ing pemilihan pro, peringkatnya ya iku terakhir di pemilihan itu. ","Jadi pada malam itu 3 rookie dieliminasi, dengan Skip Sheffield dieliminasi karena di pemilihan pro, peringkatnya adalah terakhir di pemilihan itu. ","Jadi malam itu 3 pemula dieliminasi, dengan Sheffield melompati dihapuskan karena dalam pemilihan pro, peringkat adalah pemilihan terakhir."
123,123,"Nalika taun 1966, Angkatan Udara AS mbéntuk Program A-X (Attack Experimental) kang dipanggedhèni déning Kolonel Avery Kay. ","Pada tahun 1966, Angkatan Udara AS membentuk Program A-X (Attack Experimental) yang dipimpin oleh Kolonel Avery Kay. ","Pada tahun 1966, Angkatan Udara AS membentuk A-X (Eksperimen Serangan) yang dipimpin oleh Kolonel Avery Kay."
124,124,Ora kabèh hotèl bisa mènèhi layanan wi-fi gratis. ,Tidak semua hotel mampu memberikan servis wi-fi gratis. ,Tidak semua hotel dapat menyediakan layanan Wi-Fi gratis.
125,125,Limrahipun sedhekah bumi punika saben laladan bènten-bènten paleksanaanipun miturut pananggalan Jawi. ,Dan berdasarkan letak tanah dan besaran ukuran tanah maka dapat diketahui keturunan Singarimbun tersebut. ,"Dan berdasarkan lokasi tanah dan ukuran tanah, diketahui oleh keturunan Singarimbun."
126,126,Api wiwit dipunsulut ing siyang dinten tanggal 9 (Ta'anit 29a). ,Api mulai disulut pada siang hari tanggal 9 (Ta'anit 29a). ,Api mulai dinyalakan pada hari ke -9 (Ta'anit 29a).
127,127,Hiyu pinunjul banget ing mitologi Hawaii. ,Hiu sangat menonjol dalam mitologi Hawaii. ,Hiu sangat menonjol dalam mitologi Hawaii.
128,128,Ngawontenaken pembinaan lan pelayanan administrasi ing lingkungan BNN. ,Penyelenggaraan pembinaan dan pelayanan administrasi di lingkungan BNN. ,Implementasi pedoman dan layanan administratif di lingkungan BNN.
129,129,Ambrosius Blarer terus ngambakaké jaringan korespondensi ing akèh reformis. ,Ambrosius Blarer terus memperluas jaringan korespondensi pada banyak reformis. ,Ambrosius Blarrime terus mengembangkan jaringan huruf -Buat di banyak reformis.
130,130,"Zaid séda ing pertempuran taun 740, lan dimakamake ing Karak, Yordania. ","Zaid meninggal pada pertempuran tahun 740, dan dimakamkan di Karak, Yordania. ","Zaid meninggal dalam pertempuran 740, dan dimakamkan di Karak, Jordan."
131,131,Taun 1991 piyambakipun mbiyangun pasaran bébas Mercosur. ,Pada 1991 ia menolong mendirikan pasaran bebas Mercosur. ,Pada tahun 1991 ia membantu mendirikan pasar bebas Mercosur.
132,132,"1931-Amérika Sarékat kanthi resmi ngadhopsi ""The Star-Spangled Banner"" minangka lagu kabangsan. ","1931 - Amerika Serikat secara resmi mengadopsi ""The Star-Spangled Banner"" sebagai lagu kebangsaan. ","1931 - Amerika Serikat telah secara resmi mengadopsi ""Banner Star -spled"" sebagai lagu kebangsaan."
133,133,"Banjur diterusaké marang Koes Plus kanthi album serial volume 1, 2 lan sak terusé. ","Kemudian tradisi ini dilanjutkan Koes Plus dengan album serial volume 1, 2 dan seterusnya. ","Kemudian tradisi ini berlanjut oleh Koes Plus dengan album serial Volume 1, 2 dan seterusnya."
134,134,"Jalaran keahliane, dhèwèké njabat minangka guru besar ing konservatorium (akademi musik ing Paris). ","Karena keahliannya, ia menjabat sebagai guru besar di konservatorium (akademi musik di Paris). ","Karena keahliannya, ia menjabat sebagai profesor di Conservatory (Academy of Music di Paris)."
135,135,"Permukaan favoritnya inggih punika rumput, manawi turnamen favoritipun inggih punika Kejuaraan Wimbledon lan Australia Kabuka. ","Permukaan favoritnya adalah rumput, sedangkan turnamen favoritnya adalah Kejuaraan Wimbledon dan Australia Terbuka. ","Permukaan favoritnya adalah rumput, sedangkan turnamen favoritnya adalah Wimbledon dan Turnamen Australia Terbuka."
136,136,Shawn Hornbeck diculik nalika umuré 11 nalika 2003 lan disekap sakwene 4 taun déning Michael J. Devlin ing Missouri. ,Shawn Hornbeck diculik saat berumur 11 pada 2003 dan disekap selama 4 tahun oleh Michael J. Devlin di Missouri. ,Shawn Hornbeck diculik pada usia 11 pada tahun 2003 dan ditahan selama 4 tahun oleh Michael J. Devlin di Missouri.
137,137,Debut akting pisanane ing sitcom Nonstop 5. ,Debut akting pertamanya di sitcom Nonstop 5. ,Debut pertamanya di sitkom Nonstop 5.
138,138,"Pattimura, miyos ing Saparua. ",Apakah itu berarti kiamat bagi para penghuninya? ,Apakah itu berarti akhir dari populasi?
139,139,"Mottoné sajeroning basa Yunani, Ἡ ἀλήθεια ἐλευθερώσει ὑμᾶς (""Kabenaran bakal ngluwaraké kowé"") iku kutipan saka Yohanes 8:32. ","Mottonya dalam bahasa Yunani, Ἡ ἀλήθεια ἐλευθερώσει ὑμᾶς (""Kebenaran akan membebaskan engkau"") adalah kutipan dari Yohanes 8:32. ","Moto dalam bahasa Yunani, ἡ ἀλήθεια ἐλευθερώσει ὑμᾶς (""Kebenaran akan membebaskan Anda"") adalah kutipan dari Yohanes 8:32."
140,140,"Manawa tanpa penjelasan, SRP ya iku SRP kanggo mobil penumpang . ","Bila tanpa penjelasan, SRP adalah SRP untuk mobil penumpang. ","Jika tanpa penjelasan, SRP adalah SRP untuk mobil penumpang."
141,141,Blok acara iki dikenal kanti Nick Comedy ing Nick Jerman. ,Blok acara ini dikenal dengan Nick Comedy di Nick Jerman. ,Blok acara ini dikenal sebagai Nick Comedy di Nick Jerman.
142,142,Kadhangkala buntuté iki ya digorèng utawa dibakar. ,Tak kurang dari empat bus ikut dibakar. ,Tidak kurang dari empat bus terbakar.
143,143,"Benteng Vincennes, pos militèr Prancis ing provinsi Louisiana. ","Benteng Vincennes, pos militer Prancis di provinsi Louisiana. ","Fort Vincennes, pos militer Prancis di provinsi Louisiana."
144,144,1782-Bank komersial sepindhah ing Amérika dipunbikak (Bank of North America). ,1782 - Bank komersial pertama di Amerika dibuka (Bank of North America). ,1782 - Bank komersial pertama di Amerika dibuka (Bank of North America).
145,145,Senapan iki diadopsi lan didadèkaké senapan standar Uni Soviet ing taun 1947. ,Senapan ini diadopsi dan dijadikan senapan standar Uni Soviet pada tahun 1947. ,Pistol itu diadopsi dan digunakan sebagai senapan Uni Soviet standar pada tahun 1947.
146,146,"Gabriel, kalih sedhèrèk lan 24 pangikutipun dipunukum gantung. ","Gabriel, kedua saudara dan 24 pengikutnya dihukum gantung. ","Gabriel, baik saudara laki -laki dan 24 pengikut dijatuhi hukuman."
147,147,"Pesawat tanpa awak duwé bentuk, ukuran, konfigurasi lan karakter sing bervariasi. ","Pesawat tanpa awak memliki bentuk, ukuran, konfigurasi dan karakter yang bervariasi. ","Pesawat tanpa pengemudi memiliki berbagai bentuk, ukuran, konfigurasi, dan karakter."
148,148,Trie Utami iku anak pasangan Kolonel (Purn.) ,Trie adalah anak dari pasangan Kolonel (Purn.) ,Trie adalah putra pasangan kolonel (ret.)
149,149,"Mulai awal taun 2007, United Airlines bakal mindahaké kantor pusaté marang pusat kutha Chicago. ","Mulai awal tahun 2007, United Airlines akan memindahkan kantor pusatnya ke pusat kota Chicago. ","Mulai awal 2007, United Airlines akan memindahkan kantor pusatnya ke pusat kota Chicago."
150,150,Markus mèlu ngampingi Petrus ing lelampahan iku dadi penerjemah. ,Saat itu Markus mendampingi Petrus dalam perjalanan sebagai penterjemah. ,Pada saat itu Mark menemani Peter dalam perjalanan sebagai penerjemah.
151,151,"Ing taun 1973, stasiun lan jalur iki resmi ditutup. ","Pada tahun 1976, stasiun ini ditutup. ","Pada tahun 1976, stasiun ditutup."
152,152,Panjenenganipun ugi gadhah paspor Swiss. ,Ia juga memiliki paspor Swiss. ,Dia juga memiliki paspor Swiss.
153,153,"Musica Studio Jakarta (1976-1978), Présidhèn Komisaris PT. ","Musica Studio Jakarta (1976-1978), Presiden Komisaris PT. ","Musica Studio Jakarta (1976-1978), Komisaris Presiden PT."
154,154,"Radio Studio 54 Network iku stasiun radio ing Locri, Italia. ","Radio Studio 54 Network adalah sebuah stasiun radio di Locri, Italia. ","Radio Studio 54 Network adalah stasiun radio di Locri, Italia."
155,155,"""Mata Tertutup"". ",Saya hanya menutup mata. ,Aku hanya menutup mataku.
156,156,Pedoman Teknis Pengawetan Dan Pemekatan Latèks Hevea. ,Pedoman Teknis Pengawetan Dan Pemekatan Lateks Hevea. ,Pedoman Teknis untuk Pelestarian dan Konsentrasi Lateks Hevea.
157,157,Kapasitasé ya iku 11.000 kursi. ,Kapasitasnya adalah 11.000 kursi. ,Kapasitasnya adalah 11.000 kursi.
158,158,"Wiwit taun 2003, panjenenganipun njabat dados General Manager Taman Mini Indonesia Indah Jakarta. ","Sejak tahun 2003, ia adalah general manager Taman Mini Indonesia Indah. ","Sejak 2003, ia telah menjadi manajer umum Taman Mini Indonesia."
159,159,Si Doel Anak Betawi ditulis nalika taun 1956. ,Si Doel Anak Betawi ditulis pada tahun1956. ,Putra Doel Betawi ditulis pada tahun 1956.
160,160,Nico lantas berhasil finish ing P8 klasemen kaliyan 45 poin. ,Nico lantas berhasil finish di P8 klasemen dengan 45 poin. ,Nico kemudian berhasil menyelesaikan P8 dengan 45 poin.
161,161,Eunomia punika dewi hukum lan perundang-undangan. ,Eunomia adalah dewi hukum dan perundang-undangan. ,Eunomia adalah dewi hukum dan hukum.
162,162,Piyambakipun nelasaken masa Perang Pasifik minangka perwira radar. ,Ia menghabiskan masa Perang Pasifik sebagai perwira radar. ,Dia menghabiskan Perang Pasifik sebagai perwira radar.
163,163,Yèn amal perbuatan tanpa didasari iman ya iku munafiq. ,"Dan segala sesuatu yang tidak berdasarkan iman, adalah dosa. ","Dan semua yang tidak didasarkan pada iman, adalah dosa."
164,164,Corak permainan kibornya dipunanggep maringi kontribusi ing karakter musik God Bless. ,Corak permainan kibornya dianggap memberikan kontribusi dalam karakter musik God Bless. ,Gaya permainan Kibor dianggap berkontribusi pada karakter musik God Bless.
165,165,Ana 4 pulisi kang tiwas lan 16 kaum Nazi kang mati. ,4 perwira polisi dan 16 anggota Nazi kehilangan nyawa mereka. ,4 petugas polisi dan 16 anggota Nazi kehilangan nyawa mereka.
166,166,Prestasi iku ndadèkaké jenengé kacathet minangka juru main umur 18 sing paling cemerlang ing Jerman sajeroning 43 taun pungkasan. ,Prestasi itu membawa namanya tercatat sebagai pemain berusia 18 yang yang paling cemerlang di Jerman selama 43 tahun terakhir. ,Prestasi ini membawa namanya ke pemain ke -13 di Jerman selama 43 tahun terakhir.
167,167,"Ing tanggal mau, Indeks dikukuhaké kanthi Aji Dhasar 100 lan saham kacathet wektu iku caché 13 saham. ","Pada tanggal tersebut, Indeks ditetapkan dengan Nilai Dasar 100 dan saham tercatat pada saat itu berjumlah 13 saham. ","Pada tanggal itu, indeks ditentukan oleh nilai dasar 100 dan saham yang tercantum pada waktu itu berjumlah 13 saham."
168,168,"Nalika taun 1988 piyambakipun dipuntahbisaken minangka Biskop ing Lorium, Italia. ","Pada 1988 dia ditahbiskan sebagai Uskup di Lorium, Italia. ","Pada tahun 1988, ia digunakan sebagai uskup di Lorium, Italia."
169,169,Piyambakipun ugi minangka bapak teologi New England. ,Ia juga adalah bapak teologi New England. ,Dia juga teologi New England.
170,170,"VArian Tu-204-200 ingkang dipunproduksi ing Kazan, Rusia. ","VArian Tu-204-200 yang diproduksi di Kazan, Rusia. ","Varian TU-204-200 yang diproduksi di Kazan, Rusia."
171,171,Sosial bisa ateges kamasarakatan. struktur sosial - urutan drajat kelas sosial ing masarakat wiwit saka paling asor tekan paling ndhuwur. ,Sosial dapat berarti: struktur sosial - urutan derajat kelas sosial dalam masyarakat mulai dari terendah sampai tertinggi. ,Sosial dapat berarti: Struktur sosial - urutan kelas sosial dalam masyarakat dari yang terendah hingga tertinggi.
172,172,"Ing priya, sandhuwuring umur 30 lan wanita ing sandhuwuring umur 50, prevalensi 2%. ","Pada laki-laki di atas usia 30 tahun dan perempuan di atas usia 50 tahun, prevalensinya adalah 2%. ","Pada pria di atas usia 30 dan wanita di atas usia 50, prevalensinya adalah 2%."
173,173,CS5 dirilis ing April 2010. ,CS5 dirilis pada bulan April 2010. ,CS5 dirilis pada April 2010.
174,174,Dudutanipun punika malah ngundhang simpati rakyat India. ,Keputusannya itu justru mengundang simpati rakyat India. ,Keputusan itu sebenarnya mengundang simpati orang India.
175,175,"GB Airways, awit 1 Fèbruari 1995. ","GB Airways, sejak 1 Februari 1995. ","GB Airways, sejak 1 Februari 1995."
176,176,"Anseong punika nepangaken piyambakipun minangka ""The City of Masters"". ","Anseong mempromosikan diri sebagai ""The City of Masters"". ","Anseong mempromosikan dirinya sebagai ""Kota Master""."
177,177,Celtics pungkasanipun kapanggih kaliyan Lakers kaping 10 wonten ing final. ,Celtics pada akhirnya bertemu dengan Lakers 10 kali di final. ,Celtics akhirnya bertemu Lakers 10 kali di final.
178,178,Berpikirlah manawi asta lan samparanipun inggih punika pedang. ,Disini ia membiasakan diri menggunakan pedang sakti itu. ,Di sini dia adalah keluarganya sendiri menggunakan pedang ajaib.
179,179,Sharapova tumut dhateng turnamèn Prancis Terbuka 2006 tanpa tumut turnamèn-turnamèn ingkang main ing lapangan lemah lempung sadèrèngipun. ,Sharapova mengikuti turnamen Prancis Terbuka 2006 tanpa mengikuti turnamen-turnamen yang bermain di lapangan tanah liat sebelumnya. ,Sharapova mengambil bagian dalam Kejuaraan Terbuka Prancis 2006 tanpa berpartisipasi dalam turnamen yang dimainkan di tanah liat sebelumnya.
180,180,"Jalur 1 dipunbikak taun 2000, jalur 2 taun 2006, jalur 3 lan 4 operasi 7 April 2012. ","Jalur 1 dibuka tahun 2000, jalur 2 tahun 2006, jalur 3 dan 4 beroperasi 7 April 2012. ","Baris 1 dibuka pada tahun 2000, baris 2 tahun 2006, baris 3 dan 4 beroperasi 7 April 2012."
181,181,Bobby ya iku warga RT. ,Bobby adalah warga RT. ,Bobby adalah penduduk RT.
182,182,"Ing taun 2001, stadion iki diruntuhaké. ","Pada tahun 2001, stadion ini diruntuhkan. ","Pada tahun 2001, stadion dihancurkan."
183,183,Wakil présidhèn Dahir Riyale Kahin nggantèkaké posisi Egal. ,Wakil presiden Dahir Riyale Kahin menggantikan posisi Egal. ,Wakil Presiden Dahir Riest Kahin menggantikan posisi egal.
184,184,"Ing koloni Inggris, ing Amérika lajeng madeg Pennsylvania General Hospital ing Philadelphia taun 1751. ",Di koloni Inggris di Amerika kemudian berdiri Pennsylvania General Hospital di Philadelphia pada 1751. ,Di koloni Inggris di Amerika kemudian berdiri Rumah Sakit Umum Pennsylvania di Philadelphia pada 1751.
185,185,"Jamaika pungkasan olèh posisi semifinalis taun 2004 Ukraina pungkasan olèh posisi semifinalis taun 2007 Meksiko, Rusia lan Kolombia pungkasan olèh posisi semifinalis taun 2008. ","Jamaika terakhir menempati posisi semifinalis tahun 2004 Ukraina terakhir menempati posisi semifinalis tahun 2007 Meksiko, Rusia dan Kolombia terakhir menempati posisi semifinalis tahun 2008. ","Jamaika terakhir menduduki semifinalis 2004 di Ukraina semifinalis terakhir di 2007 Meksiko, Rusia dan Kolombia semifinal lalu pada 2008."
186,186,"Nalika pungkasanipun masa Perbaikan Khrushchev rikala taun 1960-an, namung 4 puisinipun ingkang dipunterbitaken wonten ing Uni Soviet. ","Saat berakhirnya masa Perbaikan Khrushchev pada 1960-an, hanya 4 puisinya yang diterbitkan di Uni Soviet. ","Pada akhir periode perbaikan Khrushchev pada 1960 -an, hanya 4 puisi yang diterbitkan di Uni Soviet."
187,187,"Apollo 13 iku misi pandharatan ing Bulan, péranganing proyèk Apollo NASA Amérika Sarékat. ","Apollo 13 adalah sebuah misi pendaratan di Bulan, bagian dari proyek Apollo NASA Amerika Serikat. ","Apollo 13 adalah misi pendaratan pada bulan itu, bagian dari Proyek Apollo Amerika Serikat."
188,188,Profil Emiliano Zapata ing Answer.com Viva Zapata! ,(Inggris) Profil Emiliano Zapata di Answer.com (Inggris) Viva Zapata! ,(Inggris) Profil Emiliano Zapata di Answer.com (Inggris) Viva Zapata!
189,189,"Ing tanggal 26 November 2005, FAO nduwé 189 anggota (188 nagara lan Komunitas Éropah). ","Terhitung 26 November 2005, FAO mempunyai 189 anggota (188 negara dan Komunitas Eropa). ","Pada 26 November 2005, FAO memiliki 189 anggota (188 negara dan komunitas Eropa)."
190,190,Piyambakipun manggihi juru paraga wau malih. ,"Akan tetapi, kemenangannya terbukti berlangsung singkat saja. ","Namun, kemenangannya terbukti pendek."
191,191,Monika sembayang teras kanggé Agustinus salaminipun 17 taun dumugi pungkasanipun Agustinus purun ngéwahi gesangipun. ,Monika terus berdoa bagi Agustinus selama 17 tahun hingga akhirnya Agustinus mau mengubah hidupnya. ,Monika terus berdoa untuk Augustine selama 17 tahun sampai akhirnya Agustinus ingin mengubah hidupnya.
